./d4/Smarch/axtls_2_1_4.dimacs.nnf,6114
./d4/Smarch/ecos-icse11.dimacs.nnf,9544787
./d4/Smarch/Polly.dimacs.nnf,1502
./d4/Smarch/ref4955.dimacs.nnf,16201804
./d4/Smarch/adderII.dimacs.nnf,41078184
./d4/Smarch/fiasco.dimacs.nnf,86022
./d4/Smarch/uClibc-ng_1_0_29.dimacs.nnf,35508
./d4/Smarch/fiasco_17_10.dimacs.nnf,39601
./d4/Smarch/busybox_1_28_0.dimacs.nnf,104418
./d4/Smarch/X264.dimacs.nnf,294
./d4/Smarch/JavaGC.dimacs.nnf,1581
./d4/Smarch/busybox-1.18.0.dimacs.nnf,256696
./d4/Smarch/LLVM.dimacs.nnf,33
./d4/Smarch/integrator_arm9.dimacs.nnf,57402387
./d4/Smarch/at91sam7sek.dimacs.nnf,9574979
./d4/Smarch/freebsd-icse11.dimacs.nnf,108711772
./d4/Smarch/m5272c3.dimacs.nnf,16297107
./d4/Smarch/uClinux.dimacs.nnf,38986
./ddnnfsizes.csv,4096
./c2d,4096
./c2d/automotive02,4096
./c2d/automotive02/automotive2_4.dimacs.nnf,391008681
./c2d/KConfig,4096
./c2d/KConfig/embtoolkit.dimacs.nnf,92587
./c2d/KConfig/axTLS.dimacs.nnf,2696
./c2d/KConfig/uClinux-distribution.dimacs.nnf,79138
./c2d/KConfig/uClinux-base.dimacs.nnf,39940
./c2d/KConfig/busybox-1.18.0.dimacs.nnf,49743
./c2d/KConfig/uClibc.dimacs.nnf,36922
./c2d/automotive01,4096
./c2d/automotive01/automotive01.dimacs.nnf,300868
./c2d/confidential,4096
./c2d/confidential/automotive06,4096
./c2d/confidential/automotive06/automotive06.dimacs.nnf,15655
./c2d/confidential/automotive06/automotive06_sw.dimacs.nnf,102352
./c2d/confidential/automotive05,4096
./c2d/confidential/automotive07,4096
./c2d/confidential/automotive07/automotive07.dimacs.nnf,176015
./c2d/confidential/automotive07/automotive07_sw.dimacs.nnf,2068010
./c2d/confidential/automotive03,4096
./c2d/confidential/automotive03/automotive03.dimacs.nnf,11311
./c2d/confidential/automotive03/03latest.dimacs.nnf,83607
./c2d/confidential/automotive03/automotive03_sw.dimacs.nnf,113537
./c2d/confidential/automotive04,4096
./c2d/confidential/automotive04/04latest.dimacs.nnf,59947
./c2d/financial_services,4096
./c2d/financial_services/financialServices_2018-05-09.dimacs.nnf,309339
./c2d/featureide_examples,4096
./c2d/featureide_examples/berkeleydb.dimacs.nnf,4561
./c2d/CDL,4096
./c2d/CDL/am31_sim.dimacs.nnf,5622283
./c2d/CDL/p2106.dimacs.nnf,3129168
./c2d/CDL/ea2468.dimacs.nnf,4925945
./c2d/Smarch,4096
./c2d/Smarch/7z.dimacs.nnf,2144
./c2d/Smarch/Dune.dimacs.nnf,750
./c2d/Smarch/uClinux-config.dimacs.nnf,589403
./c2d/Smarch/VP9.dimacs.nnf,1411
./c2d/Smarch/pati.dimacs.nnf,6736384
./c2d/Smarch/lrzip.dimacs.nnf,680
./c2d/Smarch/toybox_0_7_5.dimacs.nnf,10549
./c2d/Smarch/BerkeleyDBC.dimacs.nnf,572
./c2d/Smarch/JHipster.dimacs.nnf,2021
./c2d/Smarch/toybox.dimacs.nnf,10132
./c2d/Smarch/embtoolkit.dimacs.nnf,28956405
./c2d/Smarch/phycore229x.dimacs.nnf,7483738
./c2d/Smarch/olpce2294.dimacs.nnf,4641573
./c2d/Smarch/se77x9.dimacs.nnf,8398422
./c2d/Smarch/HiPAcc.dimacs.nnf,2321
./c2d/Smarch/axTLS.dimacs.nnf,19681
./c2d/Smarch/axtls_2_1_4.dimacs.nnf,4828
./c2d/Smarch/ecos-icse11.dimacs.nnf,7716328
./c2d/Smarch/Polly.dimacs.nnf,1304
./c2d/Smarch/ref4955.dimacs.nnf,5205117
./c2d/Smarch/adderII.dimacs.nnf,3602867
./c2d/Smarch/fiasco.dimacs.nnf,49431
./c2d/Smarch/uClibc-ng_1_0_29.dimacs.nnf,22302
./c2d/Smarch/fiasco_17_10.dimacs.nnf,19582
./c2d/Smarch/busybox_1_28_0.dimacs.nnf,166634
./c2d/Smarch/X264.dimacs.nnf,428
./c2d/Smarch/JavaGC.dimacs.nnf,1382
./c2d/Smarch/busybox-1.18.0.dimacs.nnf,214314
./c2d/Smarch/integrator_arm9.dimacs.nnf,3504735
./c2d/Smarch/at91sam7sek.dimacs.nnf,4169437
./c2d/Smarch/m5272c3.dimacs.nnf,9773577
./c2d/Smarch/uClinux.dimacs.nnf,40476
